created_at,id,name,public_metrics_followers_count,public_metrics_following_count,public_metrics_listed_count,public_metrics_tweet_count,username
2017-12-08 18:10:36+00:00,939195520626708480,lizzie,120,461,0,5038,songbirdentropy
2012-09-29 06:33:39+00:00,852362006,Roy,92,387,6,27980,rowjelli
2016-04-04 14:34:27+00:00,716997365752864768,Dwhatever,4351,479,11,3376,Dwhatevur
2008-12-04 15:28:09+00:00,17869864,Wahala If You Hear Me 🗣,18575,993,328,677240,eleven8
2020-10-17 18:48:22+00:00,1317537872908607490,Saintly Seven,21,49,0,784,Sprite_n_Spite
2022-06-02 04:34:04+00:00,1532218920895143936,RockaByBaby,2,18,0,80,DinoBab43895293
2011-03-07 11:04:31+00:00,262107968,POOR MAN WITH MONEY,4715,2729,17,107942,damonalleki
2022-04-18 11:14:50+00:00,1516012262682767368,Becky,1,5,0,13,shopfromBecky
2021-04-09 01:25:47+00:00,1380330933484728324,minsung au 🇵🇪,1461,810,0,12416,ccperustay
2015-05-11 02:27:49+00:00,3191535006,Ava’s 32GGs are ready for action,7753,843,19,6092,TheAvaRaleigh
2020-07-16 12:06:40+00:00,1283734754907566081,S0ND0N,314,210,1,29829,S0ND0N
2009-03-11 22:16:14+00:00,23841714,Will Gilmer,12321,1624,335,42910,willgilmer40
2009-10-25 18:01:16+00:00,85130989,Elroy Bartholomew,1462,378,32,185557,lurkinSINCE86
2021-01-24 21:22:29+00:00,1353453066666668034,not ro 🌘,2623,251,22,20251,protectsean
2019-10-08 06:35:35+00:00,1181458046473527296,sop_ ⁺⁺⁺,153,241,1,1324,pss_sop
2020-11-04 21:40:44+00:00,1324104100145963009,Spoidermin,318,1904,3,4561,SpoiderminB
2020-07-15 02:54:36+00:00,1283233418558558208,🦅🔞💥🈁 Eagle Rider 🈁💥🔞🦅,2578,4827,6,40890,RoseMQueen1
2020-05-20 03:35:55+00:00,1262949943276376065,Actin Afool,74,132,0,1405,OnSightBro
2021-01-10 22:33:28+00:00,1348397542942396431,ztt,2938,1518,0,34023,zetexkindasucks
2021-06-07 16:23:25+00:00,1401937811691933703,Langaruta de Fossora,109,317,0,1487,bareticofucsia
2012-08-30 20:32:27+00:00,792343946,Dani ⁷/̷⁷ | 🇨🇴💚,1017,959,0,21945,teamwangseunie
2018-09-02 18:04:39+00:00,1036313971563872256,American Woman,3168,4993,0,61352,America81115184
2010-03-16 15:12:00+00:00,123584688,Ben Bradley,29279,1870,442,29808,BenBradleyTV
2012-11-04 18:58:39+00:00,925936927,Ton,470,353,0,13765,tch_TON
2017-01-28 02:49:37+00:00,825173958710276096,Tzuyu is love 💕,233,717,0,27683,Tycon28
2010-03-04 20:15:11+00:00,119841687,a r i,253,556,5,16502,ariannahh
2007-02-20 17:23:18+00:00,783715,Sean Ammirati,2806,585,193,7333,SeanAmmirati
2017-06-29 19:18:10+00:00,880505689659101184,Girl Interrupted☮️,286,879,0,19173,veronica354
2021-05-27 22:46:11+00:00,1398047875313979393,Jen,4363,772,11,14413,tavmarnythews
2020-01-19 21:58:56+00:00,1219016300447653889,Jeff Dunn,650,1125,0,5732,JeffDun85374706
2019-01-09 07:09:40+00:00,1082897176651546624,KP👑,1026,490,0,23925,kp_kendraaa
2018-05-25 05:31:14+00:00,999885580212228096,smoove.,2674,1272,16,130928,SmooveTheSource
2019-02-04 07:26:38+00:00,1092323530908360705,epl is still shit dont chat to me,251,241,0,4515,sp_yemi
2020-09-28 01:13:19+00:00,1310387012306972672,chickcharnie🦉✨,382,262,1,3578,sinceresonder
2020-10-14 03:54:51+00:00,1316225902070517761,Wh1sk33,230,297,3,1925,Wh1sk33
2019-12-28 14:21:43+00:00,1210928730287116288,T Newton,21,62,0,1376,Springcreature1
2019-02-01 04:44:04+00:00,1091195456145649664,Valerie Stables 🇨🇦🏈 Proud Western Canadian,316,227,0,28695,StablesValerie
2020-11-11 16:50:29+00:00,1326567858747420672,Nebraska Girls Basketball Showcase,542,57,1,230,NEGBBSHOWCASE
2011-10-07 20:44:55+00:00,386750287,🐺Coyote Solitario🐺,323,268,4,5579,el_c0y0t3
2021-04-19 23:04:24+00:00,1384281684045008900,akhlys // tua era,3614,1304,27,25180,moonyloopin
2017-01-04 19:07:22+00:00,816722707194740736,Berel Solomon,797,69,4,556,BerelSolomon
2017-10-22 07:16:40+00:00,921998724750069760,Marwah Khan,15809,3781,11,58812,TheMarwahKhan
2008-12-15 16:30:22+00:00,18139703,Selena Simmons-Duffin,6307,2390,192,4504,selenasd
2020-12-29 01:59:31+00:00,1343738324641603585,Crypto Bag Boy,385,1213,7,4258,CryptoBagBoy1
2021-06-07 15:07:05+00:00,1401918631190073352,maybe Jose,171,303,0,2703,HoezayGatsbee
2011-09-24 20:53:16+00:00,379368187,jo,2380,721,13,27738,2hoIdher
2014-06-27 12:21:40+00:00,2591307505,le minion,146,117,2,8861,softbabyhands
2013-09-12 21:26:31+00:00,1858639627,THE SMUG KING,7609,424,38,60302,MegaLucarioX
2017-12-13 08:44:08+00:00,940864903912546305,Kuno💍survived class!,273,441,2,13144,Kunoichi813
2019-01-28 17:21:03+00:00,1089936401880240128,Chris 🌨,178,367,1,17656,theretrochris
2017-05-16 19:42:23+00:00,864566720870088705,Stephen Newman,492,667,8,27166,stephen_newman1
2017-01-24 16:05:40+00:00,823924739051835393,Felix Cheng,4290,5001,3,28845,514darkcholate
2011-10-02 21:46:13+00:00,383994272,Eric dela Merced,267,696,0,13963,EazyE_523
2014-07-07 23:56:30+00:00,2610702415,𝙲𝚛𝚢𝚜𝚝𝚊𝚕 🪩,1759,1000,10,78426,CDKTX
2018-08-17 12:22:37+00:00,1030429688664080389,QuentinQ,207,311,0,6614,QuentinQ12
2016-09-09 05:35:26+00:00,774118997352603649,Zeeshan Rashidi,1044,81,1,24493,zhrashidi
2008-03-14 19:49:37+00:00,14148926,There is no Dana only Zuul,1182,1342,83,8145,Jersey_Hair
2009-04-04 03:51:06+00:00,28733993,Macon,5774,922,15,2213,MaconPlays
2010-01-25 16:59:00+00:00,108343240,Alicia Smith,24116,14915,457,38689,wxyzalicia
2009-04-06 19:14:09+00:00,29270341,Donna🦋👩‍🎨 #Resister,10349,8285,107,110129,donnasfineart
2009-08-05 12:55:23+00:00,63123365,Tetsuya Kawamoto,5503,65,305,421553,xxcalmo
2019-02-28 23:56:48+00:00,1101270022910029824,MRLAURENSCOUNTY,109,346,0,9061,murkaveli_
2020-08-12 01:16:43+00:00,1293355637708070913,Mummy's Rosario's @🏫(struggling to focus ( ; ´Д｀),906,210,0,29050,ThatDanKfan4fun
2018-01-25 04:40:49+00:00,956386348956569601,Aunt PT / Functioning Mess 🏳️‍🌈,12442,2449,87,59262,pleasantlytwstd
2021-02-14 15:28:08+00:00,1360974055952777219,SlayerXxX,21,185,0,9135,SlayerXxX4
2021-03-10 23:49:54+00:00,1369797671825838088,Ecliptor,1813,2314,61,47734,Ecliptor3
2011-06-06 09:29:48+00:00,311932661,tia.♡ 📌SS9INA freebies,4230,1738,16,166736,haewookfocus
2011-07-17 03:34:02+00:00,336904434,Hogs is anointed,558,460,0,7303,Washmachinehog
2021-12-19 20:32:47+00:00,1472666155278118918,director of interpol,8,255,0,10279,interpoldirect
2022-01-18 21:56:10+00:00,1483558813353627651,Kyel 🔪 | they/kym,1075,791,17,5438,angelkym333
2020-05-09 02:45:37+00:00,1258951176080560130,Mahatmama,2161,1508,17,6238,Mahat_Mama
2021-02-19 06:01:51+00:00,1362643505126936576,Flan 🍮,105,54,0,7142,__tiredq
2011-11-15 02:13:44+00:00,412722456,Justin Cusmano,118,201,1,2149,Coozyking514
2021-05-06 00:59:20+00:00,1390108084337532938,Money-Manufacturer65,41,369,8,326,rybread8190
2010-10-26 17:56:36+00:00,208130580,Matt Mihalich,1735,3137,5,4532,CoachM_AOFhoops
2020-09-23 18:54:33+00:00,1308842176546304006,teresa,64,101,0,80,teresaatedesco
2010-07-31 18:51:27+00:00,173207710,Eric Branscum,1044,121,5,775,ericbranscum
2015-08-02 09:24:21+00:00,3399786267,Swan,61,191,0,1801,swansebr
2019-11-07 15:19:23+00:00,1192461414876798978,♪♪ ¨ᕕ( ᐛ )ᕗ¨ ♪♪,615,677,0,38526,pabojaebeommie
2015-07-02 16:36:17+00:00,3355322537,XIII,2064,1636,0,12057,thirt33n64
2008-06-17 15:21:21+00:00,15146681,Andre Cole,1144,535,59,61824,andrecole
2014-12-21 19:18:43+00:00,2935686243,moe . 🎲,729,981,5,34471,_ayooomani
2013-01-10 19:06:33+00:00,1077431365,Rachel Howard,147,515,2,1426,R_howard314
2011-01-07 02:01:55+00:00,234980841,Drew Auger,495,878,2,18896,DREWAUGER95
2012-10-01 01:19:38+00:00,855633260,Andrew Palmer,1498,692,98,48589,AndrewHMPalmer
2015-10-26 19:33:04+00:00,4048289963,.,1853,466,64,28699,sokkanej
2013-01-26 03:56:16+00:00,1120885782,Kenneth,377,379,1,33914,ken53492
2016-04-15 21:34:13+00:00,721089269268242432,🍊 Shiningthelight... ULTRA MAGA 🍊,6414,4827,0,27909,FioreCynthia
2020-03-10 13:10:12+00:00,1237365072957181959,amc,593,1261,0,94736,amc53149bekind
2015-06-05 21:30:49+00:00,3309824255,ZTO,422,664,2,14262,ZTO_ssb
2020-12-27 18:07:57+00:00,1343257274215788546,rachbibti,1325,1128,3,40020,RachBoogaloo
2017-01-03 07:31:10+00:00,816185116636676096,vel,162,382,7,87645,dunwaIItower
2009-11-07 15:35:27+00:00,88207628,Elias ZX,401,554,4,2511,_eliaszx
2021-04-26 00:45:38+00:00,1386481515291308032,DgenFren | Greedy Memer 🎟,9225,604,96,8527,DgenFren
2013-09-16 08:34:23+00:00,1870785781,Chris Wozniak,4814,1817,83,40455,wlohaty
2019-09-02 01:10:44+00:00,1168330315892441088,rie~ | PROUD CARAT FUCK VMAS & VOTE TDA,419,466,2,77705,immaturiti
2021-12-08 05:44:32+00:00,1468456386829107203,SUPER SCUM POS (Kevin Chang),1584,252,3,6492,AMC_Tutor
