author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,quoted_id,replied_to_id,text
1267128623925874688,2021-11-20 03:50:47+00:00,1461904831862374402,en,2,0,1,1,1.461741864470655e+18,,I'm really sorry as a Bd ARMY this whole situation is so disappointing she did it for clout chasing but tbh this happens in bd a lot where it became so normal to get harassed for supporting BTS.I was concerned about her because of this but now I'm disgusted. https://t.co/jBpQHCivbj
1307713125882372096,2021-11-19 17:30:22+00:00,1461748700103864324,en,4,0,0,0,1.4616826850179236e+18,,"so.. she lied about this thing and deactivated..
i feel like a joke ,i wanted to help her and created this thread. But lets not ignore the fact that a lot of people actually get harassed and suffer a lot. 
 this got a lot of attention,i am sorry for wasting ur time 
#EndViolence https://t.co/iyNZ2ekTXP"
1456276262482157574,2021-11-19 17:05:26+00:00,1461742422589726728,en,1,0,0,0,,,I'm really sorry about this. No one deserves to be harassed and abused. https://t.co/DiPJWNLQuW
1143107688928333824,2021-11-19 16:32:31+00:00,1461734141884514311,en,0,0,0,0,,,"I hate how  people get harassed by just supporting and loving a band 
I'm so sorry that happened to you I hope you get justice and I hope it never happened to anyone
#EndViolence https://t.co/NVRKVVO00b"
294070403,2021-11-19 14:47:53+00:00,1461707807082774532,en,0,0,0,0,,,i just saw this wtf im so mad?? no one should be harassed for anything they like. this is so wrong;( im so sorry you had to go through this:( https://t.co/RAzfBGFtRo
605234160,2021-11-19 14:04:03+00:00,1461696776415715328,en,0,0,0,0,,,"I am so sorry you had to go through this, I hope you get your things back.  You should be able to walk freely without being harassed or attacked. Sending you love and positive vibes your way (*˘︶˘*).｡.:*♡ #EndViolence #Bangladeshi ARMYs https://t.co/69Wt3XeFRf"
1149731447432814592,2021-11-19 13:28:54+00:00,1461687933161775112,en,3,0,0,1,,,Please protect yourselves…I’m so sorry this is happening especially when you’re just trying to express something you love. No one should have to be harassed or assaulted for liking BTS…please stay safe Bangladeshi ARMYs https://t.co/bKG9wR0pYR
992004620279955457,2021-11-19 13:28:30+00:00,1461687830514745346,en,0,0,0,0,,,"No one should ever be harassed in any manner for liking a group. This is terrifying and heart breaking. I'm so sorry this happened to you :(

WE STAND WITH BANGLADESH ARMY #EndViolence https://t.co/IRRkRvR0cV"
1281245716422078464,2021-11-19 13:26:05+00:00,1461687222143311876,en,0,0,0,1,,,"I'm so mad. What shit is this. People shouldn't be harassed for liking a boy band. I'm so speechless, I don't even know what to say. I'm so sorry this happened to you army.
#EndViolence #BangladeshArmy https://t.co/ntoy9yJBDe"
1119626377,2021-11-19 13:10:18+00:00,1461683251404279809,en,0,0,0,0,,,"tf?? I know oftentimes the police is good for nothing but this is next level.
And yeah it's never been safe for girls to walk alone in the street but getting harassed over musical preferences??
I'm so sorry, stay safe. https://t.co/l4SLsJt0sk"
1458641731487174657,2021-11-19 11:23:20+00:00,1461656330410754051,en,20,0,0,7,,,"fucked up misogynist men will always be trash. i am so done with all these toxic masculinity!! to @luvvyorself i'm sorry you have to experience that, my love. NO WOMEN IN THE WORLD DESERVES TO BE HARASSED BY MEN WITH TRASH BEHAVIOUR. WE DO NOT TOLERATE! https://t.co/yohsVGtv2G"
1109030809267130368,2021-11-19 09:54:40+00:00,1461634016486985732,en,0,0,0,0,,,"this whole case is so scary bcs there’s more to the surface. people actually got harassed as well irl… im so sorry op :( i hope you find your justice, you don’t deserve any of these, no one does https://t.co/wmlWDrrLhp"
1293774665148596224,2021-11-19 08:45:16+00:00,1461616552474656771,en,0,0,1,0,,,"Tw // mention of rape

Imagine telling your parents that you were harassed and given rape threats by a person because of liking a group of musicians AND them responding with ""He should have taken you with him"". SICK, PATHETIC, INHUMANE. I'm so sorry you had to go through this. https://t.co/pc2NMQnxU9"
1383660568981082114,2021-11-19 08:27:13+00:00,1461612011507175424,en,2,0,0,0,,,this is just.... terrifying. Women can't even listen to their favourite artist without being harassed in this country. I'm so sorry this happened to you :( https://t.co/mTpWB7taz9
1329631671310643201,2021-11-18 22:08:37+00:00,1461456333060771841,en,15,0,0,8,1.4614382643640566e+18,,"Never knew our Bangladeshi ARMYs were getting harassed &amp; assaulted for supporting the boys &amp; doing whatever they love. I'm really sorry for not noticing this before @OfficialBTSBD

#TwitterSafetyFails
#TwitterMaliciousDMCA
#TwitterFakeCopyrights https://t.co/mX0YPrejpO"
