created_at,id,name,public_metrics_followers_count,public_metrics_following_count,public_metrics_listed_count,public_metrics_tweet_count,username
2016-10-11 02:44:31+00:00,785672398058164224,Edgar ♡,322,301,0,11063,t0ky07
2007-03-12 20:24:36+00:00,1039121,AlbyZee Bionic Edition 🇮🇱🇺🇦,8186,8048,52,112952,albyselkie
2019-01-18 18:34:09+00:00,1086330921966555142,ghalia,244,277,0,4399,ghlouyh
2018-11-22 21:17:41+00:00,1065715968695971840,ziggin' COMMS OPEN!! (0/3),1357,998,48,42586,_zigzagged_
2015-10-10 03:12:36+00:00,3843096812,hypmic but instead of music its being creampied,124,297,5,110174,citrusincubus
2020-12-01 04:31:36+00:00,1333629768135188481,closed,130,127,4,4208,petalsooc
2019-08-30 12:00:19+00:00,1167406557656682496,Archer🎗,708,835,18,54436,An4rchyTheGod
2017-02-16 12:34:13+00:00,832206448830590977,spooky ry,72,905,6,3447,yeehaw_rights
2018-05-04 04:37:41+00:00,992261961634082816,Stravilight,582,470,0,6039,stravilight
2011-07-15 15:58:43+00:00,336002320,🌊🌊panamafelix0412🇺🇸🇵🇦🌊🌊,4484,5000,9,132839,panamafelix0412
2016-11-01 08:28:34+00:00,793369126639054848,3J butter 1st aniv D-3,1482,772,32,62914,jimcamdollz
2014-03-24 19:31:05+00:00,2409456320,moderna man,232,2118,9,15488,farjazzhands
2019-01-16 02:22:14+00:00,1085361555703779331,aileen moments that go hard,933,2601,7,24131,an_alienwashere
2014-07-04 03:03:26+00:00,2602690513,💕nelleee,502,313,7,34395,NelleNellll
2018-03-03 05:20:05+00:00,969804583315755008,iris (seen sandman and she hulk episode 3),517,798,5,15914,ridesarainbow
2016-01-30 01:58:02+00:00,4862297861,Isaiah,2271,523,89,230930,chargerupgaming
2020-03-07 14:43:49+00:00,1236301494321852416,CEO of the colour green,564,705,4,25764,gwennoschmenno
2015-11-07 23:22:37+00:00,4137673882,Connie Mercer Nitz,251,617,25,3305,conniecuda
2018-07-05 15:12:56+00:00,1014889872258158593,T A Madrid-Plasch,7675,8406,11,27430,PlaschT
2020-03-31 22:03:49+00:00,1245109527697076228,Mila Kenobi✨,538,905,1,8776,Annettekenobi
2020-12-17 14:14:24+00:00,1339574600913448960,Ci6Ac,0,5,0,745,Ci6Ac
2009-02-21 20:20:13+00:00,21513572,Darcy Totten,2078,3920,39,40589,Miss_Mausie
2009-05-05 01:09:14+00:00,37816269,Joe Bob Briggs,95700,2407,630,6451,therealjoebob
2009-01-06 00:33:14+00:00,18653651,Kayla Knapp,11621,894,335,113738,TheKaylaKnapp
2019-06-03 09:05:29+00:00,1135472562358673408,ICookGood ◇,3832,3640,3,57760,MossWalker1
2011-04-28 22:38:34+00:00,289595909,DeLaila,598,328,8,28767,LailaManie
2010-12-30 06:06:34+00:00,232084968,jæme 🐂🦎,520,497,1,137684,Jasmariiabia
2019-03-23 17:20:56+00:00,1109505319103717376,c,734,481,20,58293,courtjimin
2020-07-26 02:26:12+00:00,1287212544327741440,Yujin🐰🌸,287,412,1,3889,ThetKookie13
2020-11-13 14:56:26+00:00,1327264018130722818,raine,241,250,0,1245,raines0pinions
2019-10-05 05:36:52+00:00,1180356114287878144,kay⁷,848,845,6,51237,TRlVIAMOR
2013-09-23 20:03:41+00:00,1898284244,Senセン「underscore」93,1457,628,18,197423,SenSen_93
